SDL version, SDL name, Category (SDL file), Module, OCaml name, raw signature, API sig
3.2.0, SDL_EGL_SetAttributeCallbacks, Video, , egl_set_attribute_callbacks, egl_attrib_array_callback_opt @-> egl_int_array_callback_opt @-> egl_int_array_callback_opt @-> ptr void @-> returning void, egl_attrib_array_callback option -> egl_int_array_callback option -> egl_int_array_callback option -> ptr void -> unit
3.2.0, SDL_EnableScreenSaver, Video, , enable_screen_saver, void @-> returning true_to_ok, unit -> unit result
3.2.0, SDL_EndGPUComputePass, Gpu, GPUComputePass, end_, gpu_compute_pass @-> returning void, gpu_compute_pass -> unit
3.2.0, SDL_EndGPUCopyPass, Gpu, GPUCopyPass, end_, gpu_copy_pass @-> returning void, gpu_copy_pass -> unit
3.2.0, SDL_EndGPURenderPass, Gpu, GPURenderPass, end_, gpu_render_pass @-> returning void, gpu_render_pass -> unit
3.2.0, SDL_EnumerateDirectory, Filesystem, , enumerate_directory, string @-> enumerate_directory_callback @-> ptr void @-> returning true_to_ok, string -> enumerate_directory_callback -> ptr void -> unit result
3.2.0, SDL_EnumerateProperties, Properties, Properties, enumerate, properties_id @-> enumerate_properties_callback @-> ptr void @-> returning true_to_ok, int -> enumerate_properties_callback -> ptr void -> unit result
3.2.0, SDL_EnumerateStorageDirectory, Storage, Storage, enumerate_directory, storage @-> string @-> enumerate_directory_callback @-> ptr void @-> returning true_to_ok, storage -> string -> enumerate_directory_callback -> ptr void -> unit result
3.2.0, SDL_EventEnabled, Events, Event, enabled, uint32 @-> returning bool, int -> bool
3.2.0, SDL_FillSurfaceRect, Surface, Surface, fill_rect, surface @-> rect_opt @-> uint32 @-> returning true_to_ok, surface -> rect option -> int -> unit result
3.2.0, SDL_FillSurfaceRects, Surface, Surface, fill_rects, surface @-> ptr rect @-> int @-> uint32 @-> returning true_to_ok, surface -> rect array -> int -> unit result
3.2.0, SDL_FilterEvents, Events, Event, filters, event_filter @-> ptr void @-> returning void, event_filter -> ptr void -> unit
3.2.0, SDL_FlashWindow, Video, Window, flash, window @-> flash_operation @-> returning true_to_ok, window -> flash_operation -> unit result
3.2.0, SDL_FlipSurface, Surface, Surface, flip, surface @-> flip_mode @-> returning true_to_ok, surface -> flip_mode -> unit result
3.2.0, SDL_FlushAudioStream, Audio, AudioStream, flush, audio_stream @-> returning true_to_ok, audio_stream -> unit result
3.2.0, SDL_FlushEvent, Events, Event, flush, uint32 @-> returning void, int -> unit
3.2.0, SDL_FlushEvents, Events, Event, flushs, uint32 @-> uint32 @-> returning void, int -> int -> unit
3.2.0, SDL_FlushIO, Iostream, , flush_io, io_stream @-> returning true_to_ok, io_stream -> unit result
3.2.0, SDL_FlushRenderer, Render, Renderer, flush, renderer @-> returning true_to_ok, renderer -> unit result
3.2.0, SDL_GL_CreateContext, Video, , gl_create_context, window @-> returning gl_context, window -> gl_context
3.2.0, SDL_GL_DestroyContext, Video, , gl_destroy_context, gl_context @-> returning true_to_ok, gl_context -> unit result
3.2.0, SDL_GL_ExtensionSupported, Video, , gl_extension_supported, string @-> returning true_to_ok, string -> unit result
3.2.0, SDL_GL_GetAttribute, Video, , gl_get_attribute, gl_attr @-> ptr int @-> returning bool, gl_attr -> int
3.2.0, SDL_GL_GetCurrentContext, Video, , gl_get_current_context, void @-> returning gl_context, unit -> gl_context
3.2.0, SDL_GL_GetCurrentWindow, Video, Window, gl_get_current, void @-> returning (some_to_ok window_opt), unit -> (window option) result
3.2.0, SDL_GL_GetProcAddress, Video, , gl_get_proc_address, string @-> returning function_pointer, string -> function_pointer
3.2.0, SDL_GL_GetSwapInterval, Video, , gl_get_swap_interval, ptr int @-> returning bool, unit -> int
3.2.0, SDL_GL_LoadLibrary, Video, , gl_load_library, string @-> returning true_to_ok, string -> unit result
3.2.0, SDL_GL_MakeCurrent, Video, , gl_make_current, window @-> gl_context @-> returning true_to_ok, window -> gl_context -> unit result
3.2.0, SDL_GL_ResetAttributes, Video, , gl_reset_attributes, void @-> returning void, unit -> unit
3.2.0, SDL_GL_SetAttribute, Video, , gl_set_attribute, gl_attr @-> int @-> returning true_to_ok, gl_attr -> int -> unit result
3.2.0, SDL_GL_SetSwapInterval, Video, , gl_set_swap_interval, int @-> returning true_to_ok, int -> unit result
3.2.0, SDL_GL_SwapWindow, Video, Window, gl_swap, window @-> returning true_to_ok, window -> unit result
3.2.0, SDL_GL_UnloadLibrary, Video, , gl_unload_library, void @-> returning void, unit -> unit
3.2.0, SDL_GPUSupportsProperties, Gpu, Properties, gpu_supports, properties_id @-> returning bool, int -> bool
3.2.0, SDL_GPUSupportsShaderFormats, Gpu, GPU, supports_shader_formats, gpu_shader_format @-> string @-> returning bool, int -> string -> bool
3.2.0, SDL_GPUTextureFormatTexelBlockSize, Gpu, GPUTextureFormat, texel_block_size, gpu_texture_format @-> returning int_as_uint, gpu_texture_format -> int
3.2.0, SDL_GPUTextureSupportsFormat, Gpu, GPU, texture_supports_format, gpu_device @-> gpu_texture_format @-> gpu_texture_type @-> gpu_texture_usage_flags @-> returning bool, gpu_device -> gpu_texture_format -> gpu_texture_type -> int -> bool
3.2.0, SDL_GPUTextureSupportsSampleCount, Gpu, GPU, texture_supports_sample_count, gpu_device @-> gpu_texture_format @-> gpu_sample_count @-> returning bool, gpu_device -> gpu_texture_format -> gpu_sample_count -> bool
3.2.0, SDL_GUIDToString, Guid, GUID, to_string, guid @-> string @-> int @-> returning void, guid -> string -> int -> unit
3.2.0, SDL_GamepadConnected, Gamepad, Gamepad, connected, gamepad @-> returning true_to_ok, gamepad -> unit result
3.2.0, SDL_GamepadEventsEnabled, Gamepad, Gamepad, events_enabled, void @-> returning bool, unit -> bool
3.2.0, SDL_GamepadHasAxis, Gamepad, Gamepad, has_axis, gamepad @-> gamepad_axis @-> returning bool, gamepad -> gamepad_axis -> bool
3.2.0, SDL_GamepadHasButton, Gamepad, Gamepad, has_button, gamepad @-> gamepad_button @-> returning bool, gamepad -> gamepad_button -> bool
3.2.0, SDL_GamepadHasSensor, Gamepad, Gamepad, has_sensor, gamepad @-> sensor_type @-> returning bool, gamepad -> sensor_type -> bool
3.2.0, SDL_GamepadSensorEnabled, Gamepad, Gamepad, sensor_enabled, gamepad @-> sensor_type @-> returning bool, gamepad -> sensor_type -> bool
3.2.0, SDL_GenerateMipmapsForGPUTexture, Gpu, GPU, generate_mipmaps_for_texture, gpu_command_buffer @-> gpu_texture @-> returning void, gpu_command_buffer -> gpu_texture -> unit
3.2.0, SDL_GetAppMetadataProperty, Init, , get_app_metadata_property, string @-> returning string, string -> string
3.2.0, SDL_GetAssertionHandler, Assert, Assertion, get_handler, ptr (ptr void) @-> returning assertion_handler, ptr (ptr void) -> assertion_handler
3.2.0, SDL_GetAssertionReport, Assert, Assertion, get_report, void @-> returning (ptr assert_data), unit -> ptr assert_data
3.2.0, SDL_GetAsyncIOResult, Asyncio, AsyncIO, get_result, async_io_queue @-> async_io_outcome_opt @-> returning true_to_ok, async_io_queue -> async_io_outcome option -> unit result
3.2.0, SDL_GetAsyncIOSize, Asyncio, AsyncIO, get_size, async_io @-> returning sint64, async_io -> int
3.2.0, SDL_GetAtomicInt, Atomic, AtomicInt, get, atomic_int @-> returning int, atomic_int -> int
3.2.0, SDL_GetAtomicPointer, Atomic, Atomic, get_pointer, ptr (ptr void) @-> returning (ptr void), ptr (ptr void) -> ptr void
3.2.0, SDL_GetAtomicU32, Atomic, AtomicU32, get, atomic_u32 @-> returning int_as_uint, atomic_u32 -> int
3.2.0, SDL_GetAudioDeviceChannelMap, Audio, AudioDevice, get_channel_map, audio_device_id @-> ptr int @-> returning (ptr int), int -> int list
3.2.0, SDL_GetAudioDeviceFormat, Audio, AudioDevice, get_format, audio_device_id @-> audio_spec @-> ptr int @-> returning bool, int -> audio_spec -> int
3.2.0, SDL_GetAudioDeviceGain, Audio, AudioDevice, get_gain, audio_device_id @-> returning float, int -> float
3.2.0, SDL_GetAudioDeviceName, Audio, AudioDevice, get_name, audio_device_id @-> returning string, int -> string
3.2.0, SDL_GetAudioDriver, Audio, Audio, get_driver, int @-> returning string, int -> string
3.2.0, SDL_GetAudioFormatName, Audio, AudioFormat, get_name, audio_format @-> returning string, audio_format -> string
3.2.0, SDL_GetAudioPlaybackDevices, Audio, Audio, get_playback_devices, ptr int @-> returning (ptr audio_device_id), unit -> int list
3.2.0, SDL_GetAudioRecordingDevices, Audio, Audio, get_recording_devices, ptr int @-> returning (ptr audio_device_id), unit -> int list
3.2.0, SDL_GetAudioStreamAvailable, Audio, AudioStream, get_available, audio_stream @-> returning int, audio_stream -> int
3.2.0, SDL_GetAudioStreamData, Audio, AudioStream, get_data, audio_stream @-> ptr void @-> int @-> returning int, audio_stream -> ptr void -> int -> int
3.2.0, SDL_GetAudioStreamDevice, Audio, AudioStream, get_device, audio_stream @-> returning int_as_uint, audio_stream -> int
3.2.0, SDL_GetAudioStreamFormat, Audio, AudioStream, get_format, audio_stream @-> audio_spec_opt @-> audio_spec_opt @-> returning true_to_ok, audio_stream -> audio_spec option -> audio_spec option -> unit result
3.2.0, SDL_GetAudioStreamFrequencyRatio, Audio, AudioStream, get_frequency_ratio, audio_stream @-> returning float, audio_stream -> float
3.2.0, SDL_GetAudioStreamGain, Audio, AudioStream, get_gain, audio_stream @-> returning float, audio_stream -> float
3.2.0, SDL_GetAudioStreamInputChannelMap, Audio, AudioStream, get_input_channel_map, audio_stream @-> ptr int @-> returning (ptr int), audio_stream -> int list
3.2.0, SDL_GetAudioStreamOutputChannelMap, Audio, AudioStream, get_output_channel_map, audio_stream @-> ptr int @-> returning (ptr int), audio_stream -> int list
3.2.0, SDL_GetAudioStreamProperties, Audio, AudioStream, get_properties, audio_stream @-> returning int_as_uint, audio_stream -> int
3.2.0, SDL_GetAudioStreamQueued, Audio, AudioStream, get_queued, audio_stream @-> returning int, audio_stream -> int
3.2.0, SDL_GetBasePath, Filesystem, , get_base_path, void @-> returning string, unit -> string
3.2.0, SDL_GetBooleanProperty, Properties, , get_boolean_property, properties_id @-> string @-> bool @-> returning true_to_ok, int -> string -> bool -> unit result
3.2.0, SDL_GetCPUCacheLineSize, Cpuinfo, , get_cpu_cache_line_size, void @-> returning int, unit -> int
3.2.0, SDL_GetCameraDriver, Camera, Camera, get_driver, int @-> returning string, int -> string
3.2.0, SDL_GetCameraFormat, Camera, Camera, get_format, camera @-> camera_spec @-> returning true_to_ok, camera -> camera_spec -> unit result
3.2.0, SDL_GetCameraID, Camera, Camera, get_id, camera @-> returning int_as_uint, camera -> int
3.2.0, SDL_GetCameraName, Camera, Camera, get_name, camera_id @-> returning string, int -> string
3.2.0, SDL_GetCameraPermissionState, Camera, Camera, get_permission_state, camera @-> returning camera_permission_state, camera -> camera_permission_state
3.2.0, SDL_GetCameraPosition, Camera, Camera, get_position, camera_id @-> returning camera_position, int -> camera_position
3.2.0, SDL_GetCameraProperties, Camera, Camera, get_properties, camera @-> returning int_as_uint, camera -> int
3.2.0, SDL_GetCameraSupportedFormats, Camera, Camera, get_supported_formats, camera_id @-> ptr int @-> returning (ptr camera_spec), int -> camera_spec list
3.2.0, SDL_GetCameras, Camera, Camera, gets, ptr int @-> returning (ptr camera_id), unit -> int list
3.2.0, SDL_GetClipboardData, Clipboard, Clipboard, get_data, string @-> ptr size_t @-> returning (ptr void), string -> ptr size_t -> ptr void
3.2.0, SDL_GetClipboardMimeTypes, Clipboard, Clipboard, get_mime_types, ptr_opt size_t @-> returning (ptr string), unit -> string list
3.2.0, SDL_GetClipboardText, Clipboard, Clipboard, get_text, void @-> returning string, unit -> string
3.2.0, SDL_GetClosestFullscreenDisplayMode, Video, Display, get_closest_fullscreen_mode, display_id @-> int @-> int @-> float @-> bool @-> display_mode @-> returning true_to_ok, int -> int -> int -> float -> bool -> display_mode -> unit result
3.2.0, SDL_GetCurrentAudioDriver, Audio, Audio, get_current_driver, void @-> returning string, unit -> string
3.2.0, SDL_GetCurrentCameraDriver, Camera, Camera, get_current_driver, void @-> returning string, unit -> string
3.2.0, SDL_GetCurrentDirectory, Filesystem, , get_current_directory, void @-> returning string, unit -> string
3.2.0, SDL_GetCurrentDisplayMode, Video, Display, get_current_mode, display_id @-> returning (some_to_ok display_mode_opt), int -> (display_mode option) result
3.2.0, SDL_GetCurrentDisplayOrientation, Video, Display, get_current_orientation, display_id @-> returning display_orientation, int -> display_orientation
3.2.0, SDL_GetCurrentRenderOutputSize, Render, Renderer, get_current_output_size, renderer @-> ptr int @-> ptr int @-> returning bool, renderer -> (int * int) result
3.2.0, SDL_GetCurrentThreadID, Thread, Thread, get_current_id, void @-> returning int64_as_ulong, unit -> int64
3.2.0, SDL_GetCurrentTime, Time, Time, get_current, ptr time @-> returning bool, unit -> int
3.2.0, SDL_GetCurrentVideoDriver, Video, Video, get_current_driver, void @-> returning string, unit -> string
3.2.0, SDL_GetCursor, Mouse, Cursor, get, void @-> returning (some_to_ok cursor_opt), unit -> (cursor option) result
3.2.0, SDL_GetDateTimeLocalePreferences, Time, Time, get_date_locale_preferences, ptr_opt date_format @-> ptr_opt time_format @-> returning true_to_ok, ptr_opt date_format -> ptr_opt time_format -> unit result
3.2.0, SDL_GetDayOfWeek, Time, , get_day_of_week, int @-> int @-> int @-> returning int, int -> int -> int -> int
3.2.0, SDL_GetDayOfYear, Time, , get_day_of_year, int @-> int @-> int @-> returning int, int -> int -> int -> int
3.2.0, SDL_GetDaysInMonth, Time, , get_days_in_month, int @-> int @-> returning int, int -> int -> int
3.2.0, SDL_GetDefaultAssertionHandler, Assert, Assertion, get_default_handler, void @-> returning assertion_handler, unit -> assertion_handler
3.2.0, SDL_GetDefaultCursor, Mouse, Cursor, get_default, void @-> returning (some_to_ok cursor_opt), unit -> (cursor option) result
3.2.0, SDL_GetDefaultLogOutputFunction, Log, Log, get_default_output_function, void @-> returning log_output_function, unit -> log_output_function
3.2.0, SDL_GetDesktopDisplayMode, Video, Display, get_desktop_mode, display_id @-> returning (some_to_ok display_mode_opt), int -> (display_mode option) result
3.2.0, SDL_GetDisplayBounds, Video, Display, get_bounds, display_id @-> ptr rect @-> returning true_to_ok, int -> ptr rect -> unit result
3.2.0, SDL_GetDisplayContentScale, Video, Display, get_content_scale, display_id @-> returning float, int -> float
3.2.0, SDL_GetDisplayForPoint, Video, Point, get_display_for, ptr point @-> returning int_as_uint, ptr point -> int
3.2.0, SDL_GetDisplayForRect, Video, Rect, get_display_for, ptr rect @-> returning int_as_uint, ptr rect -> int
3.2.0, SDL_GetDisplayForWindow, Video, Window, get_display_for, window @-> returning int_as_uint, window -> int
3.2.0, SDL_GetDisplayName, Video, Display, get_name, display_id @-> returning string, int -> string
3.2.0, SDL_GetDisplayProperties, Video, Display, get_properties, display_id @-> returning int_as_uint, int -> int
3.2.0, SDL_GetDisplayUsableBounds, Video, Display, get_usable_bounds, display_id @-> ptr rect @-> returning true_to_ok, int -> ptr rect -> unit result
3.2.0, SDL_GetDisplays, Video, , get_displays, ptr int @-> returning (ptr display_id), unit -> int list
3.2.0, SDL_GetEnvironment, Stdinc, Environment, get, void @-> returning (some_to_ok environment_opt), unit -> (environment option) result
3.2.0, SDL_GetEnvironmentVariable, Stdinc, Environment, get_variable, environment @-> string @-> returning string, environment -> string -> string
3.2.0, SDL_GetEnvironmentVariables, Stdinc, Environment, get_variables, environment @-> returning (ptr string), environment -> ptr string
3.2.0, SDL_GetError, Error, Error, get, void @-> returning string, unit -> string
3.2.0, SDL_GetEventFilter, Events, Event, get_filter, ptr event_filter @-> ptr (ptr void) @-> returning true_to_ok, ptr event_filter -> ptr (ptr void) -> unit result
3.2.0, SDL_GetFloatProperty, Properties, , get_float_property, properties_id @-> string @-> float @-> returning float, int -> string -> float -> float
3.2.0, SDL_GetFullscreenDisplayModes, Video, Display, get_fullscreen_modes, display_id @-> ptr int @-> returning (ptr display_mode), int -> display_mode list
3.2.0, SDL_GetGPUDeviceDriver, Gpu, GPUDevice, get_driver, gpu_device @-> returning string, gpu_device -> string
3.2.0, SDL_GetGPUDriver, Gpu, GPU, get_driver, int @-> returning string, int -> string
3.2.0, SDL_GetGPUShaderFormats, Gpu, GPU, get_shader_formats, gpu_device @-> returning int_as_uint, gpu_device -> int
3.2.0, SDL_GetGPUSwapchainTextureFormat, Gpu, GPU, get_swapchain_texture_format, gpu_device @-> window @-> returning gpu_texture_format, gpu_device -> window -> gpu_texture_format
3.2.0, SDL_GetGamepadAppleSFSymbolsNameForAxis, Gamepad, Gamepad, get_apple_sf_symbols_name_for_axis, gamepad @-> gamepad_axis @-> returning string, gamepad -> gamepad_axis -> string
3.2.0, SDL_GetGamepadAppleSFSymbolsNameForButton, Gamepad, Gamepad, get_apple_sf_symbols_name_for_button, gamepad @-> gamepad_button @-> returning string, gamepad -> gamepad_button -> string
3.2.0, SDL_GetGamepadAxis, Gamepad, Gamepad, get_axis, gamepad @-> gamepad_axis @-> returning sint16, gamepad -> gamepad_axis -> int
3.2.0, SDL_GetGamepadAxisFromString, Gamepad, Gamepad, get_axis_from_string, string @-> returning gamepad_axis, string -> gamepad_axis
3.2.0, SDL_GetGamepadBindings, Gamepad, Gamepad, get_bindings, gamepad @-> ptr int @-> returning (ptr (ptr gamepad_binding)), gamepad -> (ptr gamepad_binding) list
3.2.0, SDL_GetGamepadButton, Gamepad, Gamepad, get_button, gamepad @-> gamepad_button @-> returning true_to_ok, gamepad -> gamepad_button -> unit result
3.2.0, SDL_GetGamepadButtonFromString, Gamepad, Gamepad, get_button_from_string, string @-> returning gamepad_button, string -> gamepad_button
3.2.0, SDL_GetGamepadButtonLabel, Gamepad, Gamepad, get_button_label, gamepad @-> gamepad_button @-> returning gamepad_button_label, gamepad -> gamepad_button -> gamepad_button_label
3.2.0, SDL_GetGamepadButtonLabelForType, Gamepad, Gamepad, get_button_label_for_type, gamepad_type @-> gamepad_button @-> returning gamepad_button_label, gamepad_type -> gamepad_button -> gamepad_button_label
3.2.0, SDL_GetGamepadConnectionState, Gamepad, Gamepad, get_connection_state, gamepad @-> returning joystick_connection_state, gamepad -> joystick_connection_state
3.2.0, SDL_GetGamepadFirmwareVersion, Gamepad, Gamepad, get_firmware_version, gamepad @-> returning int_as_ushort, gamepad -> int
3.2.0, SDL_GetGamepadFromID, Gamepad, Gamepad, get_from_id, joystick_id @-> returning (some_to_ok gamepad_opt), int -> (gamepad option) result
3.2.0, SDL_GetGamepadFromPlayerIndex, Gamepad, Gamepad, get_from_player_index, int @-> returning (some_to_ok gamepad_opt), int -> (gamepad option) result
3.2.0, SDL_GetGamepadGUIDForID, Gamepad, GUID, get_gamepad_for_id, joystick_id @-> returning guid, int -> guid
3.2.0, SDL_GetGamepadID, Gamepad, Gamepad, get_id, gamepad @-> returning int_as_uint, gamepad -> int
3.2.0, SDL_GetGamepadJoystick, Gamepad, Gamepad, get_joystick, gamepad @-> returning (some_to_ok joystick_opt), gamepad -> (joystick option) result
3.2.0, SDL_GetGamepadMapping, Gamepad, Gamepad, get_mapping, gamepad @-> returning string, gamepad -> string
3.2.0, SDL_GetGamepadMappingForGUID, Gamepad, GUID, get_gamepad_mapping_for, guid @-> returning string, guid -> string
3.2.0, SDL_GetGamepadMappingForID, Gamepad, Gamepad, get_mapping_for_id, joystick_id @-> returning string, int -> string
3.2.0, SDL_GetGamepadMappings, Gamepad, Gamepad, get_mappings, ptr int @-> returning (ptr string), unit -> string list
3.2.0, SDL_GetGamepadName, Gamepad, Gamepad, get_name, gamepad @-> returning string, gamepad -> string
3.2.0, SDL_GetGamepadNameForID, Gamepad, Gamepad, get_name_for_id, joystick_id @-> returning string, int -> string
3.2.0, SDL_GetGamepadPath, Gamepad, Gamepad, get_path, gamepad @-> returning string, gamepad -> string
3.2.0, SDL_GetGamepadPathForID, Gamepad, Gamepad, get_path_for_id, joystick_id @-> returning string, int -> string
3.2.0, SDL_GetGamepadPlayerIndex, Gamepad, Gamepad, get_player_index, gamepad @-> returning int, gamepad -> int
3.2.0, SDL_GetGamepadPlayerIndexForID, Gamepad, Gamepad, get_player_index_for_id, joystick_id @-> returning int, int -> int
3.2.0, SDL_GetGamepadPowerInfo, Gamepad, Gamepad, get_power_info, gamepad @-> ptr int @-> returning power_state, gamepad -> int
3.2.0, SDL_GetGamepadProduct, Gamepad, Gamepad, get_product, gamepad @-> returning int_as_ushort, gamepad -> int
3.2.0, SDL_GetGamepadProductForID, Gamepad, Gamepad, get_product_for_id, joystick_id @-> returning int_as_ushort, int -> int
3.2.0, SDL_GetGamepadProductVersion, Gamepad, Gamepad, get_product_version, gamepad @-> returning int_as_ushort, gamepad -> int
3.2.0, SDL_GetGamepadProductVersionForID, Gamepad, Gamepad, get_product_version_for_id, joystick_id @-> returning int_as_ushort, int -> int
3.2.0, SDL_GetGamepadProperties, Gamepad, Gamepad, get_properties, gamepad @-> returning int_as_uint, gamepad -> int
3.2.0, SDL_GetGamepadSensorData, Gamepad, Gamepad, get_sensor_data, gamepad @-> sensor_type @-> ptr float @-> int @-> returning true_to_ok, gamepad -> sensor_type -> ptr float -> int -> unit result
3.2.0, SDL_GetGamepadSensorDataRate, Gamepad, Gamepad, get_sensor_data_rate, gamepad @-> sensor_type @-> returning float, gamepad -> sensor_type -> float
3.2.0, SDL_GetGamepadSerial, Gamepad, Gamepad, get_serial, gamepad @-> returning string, gamepad -> string
3.2.0, SDL_GetGamepadSteamHandle, Gamepad, Gamepad, get_steam_handle, gamepad @-> returning int64_as_ulong, gamepad -> int64
3.2.0, SDL_GetGamepadStringForAxis, Gamepad, Gamepad, get_string_for_axis, gamepad_axis @-> returning string, gamepad_axis -> string
3.2.0, SDL_GetGamepadStringForButton, Gamepad, Gamepad, get_string_for_button, gamepad_button @-> returning string, gamepad_button -> string
3.2.0, SDL_GetGamepadStringForType, Gamepad, Gamepad, get_string_for_type, gamepad_type @-> returning string, gamepad_type -> string
3.2.0, SDL_GetGamepadTouchpadFinger, Gamepad, Gamepad, get_touchpad_finger, gamepad @-> int @-> int @-> ptr_opt bool @-> ptr float @-> ptr float @-> ptr float @-> returning bool, gamepad -> int -> int -> ptr_opt bool -> (float * float * float) result
3.2.0, SDL_GetGamepadType, Gamepad, Gamepad, get_type, gamepad @-> returning gamepad_type, gamepad -> gamepad_type
3.2.0, SDL_GetGamepadTypeForID, Gamepad, Gamepad, get_type_for_id, joystick_id @-> returning gamepad_type, int -> gamepad_type
3.2.0, SDL_GetGamepadTypeFromString, Gamepad, Gamepad, get_type_from_string, string @-> returning gamepad_type, string -> gamepad_type
3.2.0, SDL_GetGamepadVendor, Gamepad, Gamepad, get_vendor, gamepad @-> returning int_as_ushort, gamepad -> int
3.2.0, SDL_GetGamepadVendorForID, Gamepad, Gamepad, get_vendor_for_id, joystick_id @-> returning int_as_ushort, int -> int
3.2.0, SDL_GetGamepads, Gamepad, Gamepad, gets, ptr int @-> returning (ptr joystick_id), unit -> int list
3.2.0, SDL_GetGlobalMouseState, Mouse, Mouse, get_global_state, ptr float @-> ptr float @-> returning int_as_uint, unit -> float * float
3.2.0, SDL_GetGlobalProperties, Properties, Properties, get_global, void @-> returning int_as_uint, unit -> int
3.2.0, SDL_GetGrabbedWindow, Video, Window, get_grabbed, void @-> returning (some_to_ok window_opt), unit -> (window option) result
3.2.0, SDL_GetHapticEffectStatus, Haptic, Haptic, get_effect_status, haptic @-> haptic_effect_id @-> returning true_to_ok, haptic -> haptic_effect_id (* int *) -> unit result
3.2.0, SDL_GetHapticFeatures, Haptic, Haptic, get_features, haptic @-> returning int_as_uint, haptic -> int
3.2.0, SDL_GetHapticFromID, Haptic, Haptic, get_from_id, haptic_id @-> returning (some_to_ok haptic_opt), int -> (haptic option) result
3.2.0, SDL_GetHapticID, Haptic, Haptic, get_id, haptic @-> returning int_as_uint, haptic -> int
3.2.0, SDL_GetHapticName, Haptic, Haptic, get_name, haptic @-> returning string, haptic -> string
3.2.0, SDL_GetHapticNameForID, Haptic, Haptic, get_name_for_id, haptic_id @-> returning string, int -> string
3.2.0, SDL_GetHaptics, Haptic, Haptic, gets, ptr int @-> returning (ptr haptic_id), unit -> int list
3.2.0, SDL_GetHint, Hints, Hint, get, string @-> returning string, string -> string
3.2.0, SDL_GetHintBoolean, Hints, Hint, get_boolean, string @-> bool @-> returning true_to_ok, string -> bool -> unit result
3.2.0, SDL_GetIOProperties, Iostream, , get_io_properties, io_stream @-> returning int_as_uint, io_stream -> int
3.2.0, SDL_GetIOSize, Iostream, , get_io_size, io_stream @-> returning sint64, io_stream -> int
3.2.0, SDL_GetIOStatus, Iostream, IOStatus, get, io_stream @-> returning io_status, io_stream -> io_status
3.2.0, SDL_GetJoystickAxis, Joystick, Joystick, get_axis, joystick @-> int @-> returning sint16, joystick -> int -> int
3.2.0, SDL_GetJoystickAxisInitialState, Joystick, Joystick, get_axis_initial_state, joystick @-> int @-> ptr sint16 @-> returning true_to_ok, joystick -> int -> ptr sint16 -> unit result
3.2.0, SDL_GetJoystickBall, Joystick, Joystick, get_ball, joystick @-> int @-> ptr int @-> ptr int @-> returning bool, joystick -> int -> (int * int) result
3.2.0, SDL_GetJoystickButton, Joystick, Joystick, get_button, joystick @-> int @-> returning true_to_ok, joystick -> int -> unit result
3.2.0, SDL_GetJoystickConnectionState, Joystick, Joystick, get_connection_state, joystick @-> returning joystick_connection_state, joystick -> joystick_connection_state
3.2.0, SDL_GetJoystickFirmwareVersion, Joystick, Joystick, get_firmware_version, joystick @-> returning int_as_ushort, joystick -> int
3.2.0, SDL_GetJoystickFromID, Joystick, Joystick, get_from_id, joystick_id @-> returning (some_to_ok joystick_opt), int -> (joystick option) result
3.2.0, SDL_GetJoystickFromPlayerIndex, Joystick, Joystick, get_from_player_index, int @-> returning (some_to_ok joystick_opt), int -> (joystick option) result
3.2.0, SDL_GetJoystickGUID, Joystick, Joystick, get_guid, joystick @-> returning guid, joystick -> guid
3.2.0, SDL_GetJoystickGUIDForID, Joystick, Joystick, get_guid_for_id, joystick_id @-> returning guid, int -> guid
3.2.0, SDL_GetJoystickGUIDInfo, Joystick, GUID, get_joystick_info, guid @-> ptr uint16 @-> ptr uint16 @-> ptr uint16 @-> ptr uint16 @-> returning void, guid -> int * int * int * int
3.2.0, SDL_GetJoystickHat, Joystick, Joystick, get_hat, joystick @-> int @-> returning int_as_uchar, joystick -> int -> int
3.2.0, SDL_GetJoystickID, Joystick, Joystick, get_id, joystick @-> returning int_as_uint, joystick -> int
3.2.0, SDL_GetJoystickName, Joystick, Joystick, get_name, joystick @-> returning string, joystick -> string
3.2.0, SDL_GetJoystickNameForID, Joystick, Joystick, get_name_for_id, joystick_id @-> returning string, int -> string
3.2.0, SDL_GetJoystickPath, Joystick, Joystick, get_path, joystick @-> returning string, joystick -> string
3.2.0, SDL_GetJoystickPathForID, Joystick, Joystick, get_path_for_id, joystick_id @-> returning string, int -> string
3.2.0, SDL_GetJoystickPlayerIndex, Joystick, Joystick, get_player_index, joystick @-> returning int, joystick -> int
3.2.0, SDL_GetJoystickPlayerIndexForID, Joystick, Joystick, get_player_index_for_id, joystick_id @-> returning int, int -> int
3.2.0, SDL_GetJoystickPowerInfo, Joystick, Joystick, get_power_info, joystick @-> ptr int @-> returning power_state, joystick -> int
3.2.0, SDL_GetJoystickProduct, Joystick, Joystick, get_product, joystick @-> returning int_as_ushort, joystick -> int
3.2.0, SDL_GetJoystickProductForID, Joystick, Joystick, get_product_for_id, joystick_id @-> returning int_as_ushort, int -> int
3.2.0, SDL_GetJoystickProductVersion, Joystick, Joystick, get_product_version, joystick @-> returning int_as_ushort, joystick -> int
3.2.0, SDL_GetJoystickProductVersionForID, Joystick, Joystick, get_product_version_for_id, joystick_id @-> returning int_as_ushort, int -> int
3.2.0, SDL_GetJoystickProperties, Joystick, Joystick, get_properties, joystick @-> returning int_as_uint, joystick -> int
